350
48 1000
15 10 90618
10 38 130689
39 9 116776
36 37 128404
4 20 100434
17 18 152668
15 8 96968
10 31 75378
1 28 106550
18 24 176803
22 17 85551
37 18 73439
2 4 194062
28 32 79310
17 11 129482
14 9 198899
22 36 79801
7 24 186972
2 12 160732
7 37 119469
9 22 164773
24 30 117354
10 25 24135
38 20 230878
22 14 110019
35 4 67741
25 22 66945
26 15 187860
39 37 74320
26 23 144657
3 37 79202
25 18 104747
2 17 234565
25 31 51243
21 37 126992
21 13 161808
37 35 120936
4 18 154733
12 5 211691
16 18 149914
8 20 168512
38 27 78807
33 9 219479
5 18 176348
37 25 115064
27 39 115964
10 28 91734
15 4 105414
23 2 104070
25 30 68720
27 1 185777
6 37 67837
14 4 105427
32 16 44151
36 3 49202
36 7 151194
34 33 152700
24 22 86592
22 4 4592
15 28 96851
24 29 121199
28 26 152539
11 23 124118
2 28 169028
38 23 129005
21 11 122320
8 7 114082
22 13 75594
38 36 178184
25 33 165680
23 6 173790
16 35 61250
5 30 116899
5 2 258245
7 18 183564
19 1 116755
24 10 96191
28 7 175729
32 5 59890
33 21 201602
13 26 59518
11 7 114797
16 6 37945
16 19 56619
4 32 50642
25 12 163028
32 11 99165
35 20 94360
20 11 169227
14 17 134372
25 27 135655
21 23 146687
29 8 139311
19 9 142610
21 19 98909
8 38 143468
31 1 87147
28 18 129699
35 13 138743
20 29 138115
30 21 128918
26 4 130520
26 12 144243
27 7 51817
24 26 166092
32 2 198355
29 22 110195
1 20 33706
27 14 75099
22 1 62136
28 20 140256
33 16 109818
15 32 54772
34 29 103603
3 23 155361
23 13 163606
37 14 128828
8 28 61647
3 28 103945
17 6 73381
19 13 134112
38 14 119590
36 29 85421
3 34 101504
9 38 191311
25 17 47921
8 5 158340
37 4 81294
11 27 120655
36 20 52694
23 16 136923
28 11 60932
11 14 124156
15 29 115626
19 12 172725
23 34 159111
29 32 60854
11 36 123732
34 25 137850
4 10 86488
15 7 191222
20 21 149170
12 33 168913
37 24 163294
11 24 159510
34 39 104641
9 20 235202
31 33 144231
18 15 165020
37 38 148855
7 3 161085
26 2 199703
39 4 142642
35 29 77953
10 21 36063
16 20 106925
17 32 36210
36 28 103877
7 1 211609
29 7 172987
9 8 103917
35 31 56631
12 32 151801
16 3 19516
17 39 86478
8 37 5387
9 23 62306
30 31 17477
16 17 74468
17 15 90982
24 27 135155
6 35 60163
29 1 171821
4 28 129952
26 36 130314
15 19 105194
34 22 80089
31 5 99422
17 5 96100
35 27 141043
19 39 119000
15 23 185498
10 18 128882
38 11 144183
39 8 68933
2 1 191145
6 31 3532
25 9 181321
20 39 167807
35 32 17099
35 11 116264
10 19 62846
28 6 122374
24 6 103409
34 4 75497
11 8 715
15 25 66483
8 19 148388
11 12 52636
9 11 103202
10 39 56154
12 18 121403
36 33 178536
32 21 71909
39 33 185925
26 25 166592
27 28 171213
19 26 193630
26 14 164865
1 26 111326
10 26 146341
21 39 92217
10 32 35846
38 17 161013
11 37 4672
19 22 67702
38 2 223144
9 28 164134
16 12 116106
39 6 131383
35 3 41734
22 18 159325
13 27 125696
19 27 128365
30 1 97560
23 31 170258
13 33 157195
4 21 122551
15 6 97836
1 17 147177
17 30 87326
26 35 171980
22 27 179178
3 8 73815
35 30 74108
33 24 185327
8 13 40203
32 34 126139
36 2 195272
31 15 94304
32 22 55234
37 5 163727
28 37 56260
5 24 120235
38 35 180812
20 15 117975
36 39 116567
28 30 136319
21 27 137680
8 24 158795
28 19 106310
25 23 119015
16 25 55862
13 28 101850
29 18 177312
27 23 61494
29 33 208930
31 16 34413
32 23 130726
33 22 107919
31 8 58918
36 32 24567
36 4 75209
22 31 45496
21 36 96476
14 29 159016
35 25 28810
37 30 81782
33 11 116277
31 19 89954
28 5 139200
29 21 132763
25 11 110392
39 15 146772
36 34 150706
26 30 138623
24 17 96555
24 9 146730
18 31 115501
38 18 201032
28 34 97355
33 8 116992
31 20 116793
29 4 105603
5 20 137151
1 6 83615
8 26 90892
11 18 68767
9 10 172930
6 3 18429
25 3 36346
10 23 110624
15 34 132676
7 34 78374
22 2 198654
1 23 148461
33 26 207884
20 14 181316
4 31 40904
8 6 62450
6 26 152568
3 15 79407
39 26 90187
31 37 64305
2 6 171261
9 15 199455
7 35 119351
34 14 100852
4 38 165085
16 11 92457
19 25 38711
36 19 74989
24 19 110767
27 10 159790
37 13 45590
34 20 141633
24 31 99877
23 37 128790
38 1 204264
31 12 112269
34 9 139625
26 17 176665
31 3 14897
38 21 166752
13 36 146211
36 6 67631
31 27 139622
5 3 84525
1 13 137730
12 22 114207
27 16 168095
3 10 60481
19 32 50422
2 20 157439
32 30 57009
19 11 149076
21 3 96544
38 28 205115
13 24 153002
22 3 30599
27 8 119940
4 11 85966
33 2 174135
27 6 143154
17 4 80959
35 8 115549
2 34 144519
35 14 121154
32 39 92000
5 36 84457
16 7 151372
16 22 11083
17 8 128767
8 4 86681
9 27 123800
28 17 115520
37 29 144698
10 17 72056
25 32 11711
28 21 127797
20 25 88972
9 6 166367
17 3 54952
3 26 156527
36 1 86400
20 26 77620
8 14 123441
15 33 208741
5 14 163945
6 33 147763
32 9 193032
9 12 50566
20 22 95842
22 35 72333
34 16 81988
39 23 54470
13 6 93050
18 19 143458
45 509
37 22 64106
21 29 100032
17 28 92550
21 25 95894
12 1 131377
5 41 128402
21 32 93645
42 4 103366
9 43 61503
27 14 6012
37 15 33592
15 26 103431
20 7 123096
33 2 105040
20 28 97523
43 42 69716
42 18 90147
6 13 120020
32 36 93965
45 40 128889
20 16 111265
43 1 104628
17 3 9718
38 40 43390
37 38 7617
24 45 170592
25 9 55960
11 42 57730
12 2 99421
25 17 174990
15 41 117203
5 27 76102
14 23 120574
7 32 39613
38 17 65347
35 6 127039
14 33 86413
32 3 114223
19 42 67273
26 24 186682
20 13 128843
6 41 13012
33 25 113505
36 4 47760
26 20 187366
3 24 117764
34 36 83461
8 41 126998
36 33 31509
10 44 112835
32 37 73935
43 8 103257
26 16 197529
6 36 97301
35 17 122732
7 37 110373
3 41 123899
32 6 3336
8 24 50206
29 10 111216
25 20 65096
23 34 93806
42 35 11915
17 10 112941
38 2 108902
10 19 72464
12 20 136533
36 15 53622
38 14 82551
5 2 162997
28 12 39026
44 17 225776
35 7 110258
39 11 2522
14 25 126318
28 43 35023
1 29 103223
11 34 95610
29 11 26069
21 20 49070
1 15 83160
40 6 109947
19 43 47924
12 35 131099
42 29 81771
26 40 172796
5 36 89802
37 29 76335
36 7 91231
12 23 129240
27 4 135824
30 3 167331
8 7 93502
42 17 127243
16 42 110342
34 7 96850
34 43 107596
20 23 111969
5 3 119760
37 40 35773
8 28 102514
14 36 94964
31 17 152758
21 17 104397
39 12 84696
12 31 99218
2 6 69131
13 29 140560
26 35 181932
22 34 106102
11 28 48208
31 8 71350
4 9 95153
21 7 90691
16 44 196512
24 7 122412
5 40 105545
2 10 156496
44 23 155486
24 12 135849
30 23 149725
37 42 77237
36 23 101968
36 31 60652
5 16 128907
40 31 76395
11 40 64395
36 16 54901
28 31 60208
30 40 125214
10 36 60007
7 11 66483
18 30 181443
36 35 92533
27 26 125991
43 32 58498
28 34 83017
35 15 103394
23 7 124831
38 16 82548
25 41 112792
33 31 91273
19 3 95733
22 45 136606
25 43 117463
2 32 65795
40 8 118701
14 8 112112
8 2 141146
40 18 186508
34 8 87847
2 44 230602
11 6 102748
40 27 104695
12 17 131560
31 6 119792
15 20 111752
19 9 75486
1 2 135144
7 2 47644
39 15 94054
2 16 142002
9 17 119030
30 17 177049
40 20 113710
44 42 139423
9 21 39934
40 41 119384
7 43 98111
28 24 96839
34 27 57180
35 31 65233
25 12 155730
21 2 138335
15 8 138569
5 18 146949
37 23 121110
14 37 74934
14 42 62145
22 25 55077
26 10 97046
18 4 160183
1 31 104642
6 45 104634
40 36 16631
26 37 137023
43 38 7820
5 1 28272
12 8 141524
11 22 13840
31 15 108576
18 34 128027
37 25 119183
24 4 86701
24 37 77476
44 22 130327
3 20 118448
45 19 125603
41 17 133617
34 20 55229
33 41 72132
27 1 47830
40 22 78235
40 19 29088
26 31 156917
24 31 69969
15 16 108523
8 9 41754
10 39 87669
44 35 134912
45 7 140911
37 44 152812
4 37 66902
41 20 138813
23 3 166613
34 1 9350
4 32 82154
44 6 181702
36 44 158198
28 30 109027
31 13 131535
3 34 100838
33 9 57545
31 7 83515
45 32 107970
38 26 144640
20 10 114451
7 9 113960
31 25 85556
40 3 99035
17 23 176331
9 11 49517
5 37 108967
41 12 101066
3 28 82832
41 7 49289
12 30 148037
12 9 127397
45 14 100866
27 43 84359
21 22 101263
39 19 58587
7 39 68993
35 38 65109
9 6 123337
33 16 86410
25 36 117164
20 4 104289
16 41 143647
31 21 101451
38 30 111702
37 28 19586
32 9 120001
19 21 98994
19 16 68246
15 45 59524
33 38 3862
28 7 90787
23 25 100307
28 27 88508
36 17 92994
38 4 74519
10 40 75750
5 38 116561
26 6 214294
26 41 220634
22 12 101058
45 3 156362
26 19 169510
17 39 138236
24 14 78810
29 45 148835
11 30 91365
1 24 51577
31 3 143040
17 7 163554
26 18 260164
24 20 17588
29 39 28591
45 41 117646
10 24 113767
16 39 55134
41 24 138129
23 2 172475
33 22 75585
8 4 117459
32 12 91390
42 25 64173
22 28 62048
38 22 71723
20 35 12838
2 24 170056
15 19 66091
6 5 122062
27 42 68157
25 32 103116
35 5 68717
19 8 115415
13 33 62144
38 24 69859
35 45 162918
35 3 113014
18 9 81934
7 44 182958
33 30 115564
40 13 109396
26 28 156609
25 4 131665
15 25 152775
5 30 55351
44 43 168249
30 4 156343
14 43 90371
41 23 174120
3 14 138180
22 27 70042
8 44 89456
6 7 36277
21 37 108762
24 22 69781
30 36 109471
26 3 121194
2 15 150111
7 10 150350
17 11 140758
30 6 176783
37 10 39977
42 20 17349
37 17 72964
5 4 136674
1 11 92642
25 3 165272
25 13 175649
23 38 118708
17 32 123941
28 19 12901
15 6 110863
45 8 125109
21 42 31721
30 42 91296
4 12 53952
11 15 91532
44 3 216058
8 35 45456
35 11 53219
43 29 91428
18 35 85636
35 23 106535
19 34 95918
33 12 70075
25 24 64412
36 41 103641
22 17 137070
5 9 65015
37 19 32487
24 9 8452
45 27 94854
25 5 120975
21 30 80432
31 16 40612
19 4 60217
44 38 160429
11 24 57969
6 8 120663
28 13 93209
35 25 59662
12 34 122027
20 33 66681
32 18 201935
9 2 161604
21 26 177012
40 17 108737
26 5 202093
37 16 74931
13 17 96085
12 37 58596
43 20 70639
31 4 92126
28 33 31065
6 14 147632
24 16 110581
20 8 50890
10 16 114908
11 23 58360
17 2 166525
22 8 40871
39 24 55447
27 36 88952
16 6 130635
30 41 183123
6 19 109758
39 18 128929
5 13 134391
34 26 183171
9 31 61517
19 20 84622
14 13 52277
1 3 91488
11 5 101020
24 43 69955
22 39 16362
2 18 243538
45 20 171276
4 29 64359
33 40 47252
21 18 121868
29 26 165942
5 31 118064
28 29 74277
2 19 149006
28 5 89358
26 8 136476
44 32 178366
9 38 61407
40 34 99204
43 41 68174
16 9 102129
9 27 76370
41 42 133127
17 45 166080
6 29 76679
26 30 161154
1 41 100130
18 3 191246
19 1 102185
44 20 140346
16 34 138362
18 31 143451
26 17 111476
42 10 97102
2 40 122244
36 9 88831
3 22 127352
45 42 163011
30 2 205480
24 34 54545
22 30 105205
25 38 117367
43 26 152460
17 33 61485
44 33 164291
11 20 58653
13 30 81428
25 39 71034
34 35 49795
40 15 69365
20 2 170740
23 29 84429
37 31 79794
36 19 13345
14 7 128685
37 35 72726
29 25 67306
8 10 139453
2 25 155352
32 28 93521
24 23 111285
25 44 75250
42 28 80174
45 4 160018
33 37 11479
35 2 157902
33 3 51767
39 5 103542
21 5 25081
2 27 170317
4 23 133442
18 28 170321
16 14 119870
18 33 139489
30 29 117434
42 40 96361
1 20 52261
38 10 47594
30 19 121928
28 38 27203
43 15 49029
1 36 92811
20 30 108645
42 9 8213
22 6 88908
27 39 58724
10 22 98987
39 36 46130
4 10 106879
29 5 74951
45 36 113146
36 28 444
20 27 85506
25 11 68512
21 38 101341
11 44 140092
2 26 253542
24 13 112221
15 38 41209
45 33 104595
2 4 147949
4 6 78818
41 22 101920
12 45 151712
40 9 104574
45 9 162140
12 5 128368
42 15 103487
12 29 92179
10 3 103223
14 32 144296
8 37 104977
11 21 89451
46 508
40 30 138263
18 34 108575
4 7 84088
20 4 61121
11 34 210250
35 36 186114
41 7 81129
37 14 101631
35 3 118384
14 40 157250
28 38 56424
41 44 108913
45 31 117792
44 19 91232
27 16 100708
34 5 132224
18 17 35235
13 43 100196
30 38 99642
25 30 58871
23 32 134056
41 14 160265
1 38 103948
42 30 65894
35 17 130494
2 30 100510
24 13 30072
22 11 178401
43 39 148181
33 3 81234
33 20 25428
33 28 52158
30 17 68982
29 14 158862
18 21 88895
31 6 144220
14 4 163224
31 5 136259
1 41 87595
25 18 69015
13 38 81495
2 41 75556
32 25 31109
19 20 40528
37 3 86798
26 15 76454
39 28 62135
19 1 96688
5 20 73037
7 14 132054
26 23 104937
38 2 109044
26 33 70461
25 43 116652
45 8 128937
20 7 29951
4 22 106177
44 5 55949
13 34 85889
17 42 48334
5 21 111654
42 36 65656
32 39 60839
6 45 104710
28 34 95796
10 7 60233
4 32 36021
31 38 135075
46 33 116278
15 39 82447
8 41 92071
34 35 64000
39 41 64423
33 16 46765
25 3 82417
13 39 75784
46 36 52129
20 21 67813
18 43 114440
15 11 150999
6 35 142541
43 22 148864
10 1 143080
27 30 115104
45 13 76026
35 30 155585
29 23 114139
42 45 110745
32 17 62523
1 44 135573
7 43 95003
32 9 103176
26 34 139133
16 45 120915
10 36 41219
11 37 92274
29 44 107463
28 10 96041
37 17 48064
43 16 96633
14 21 169916
13 36 72944
18 45 141982
43 31 84342
10 25 106551
32 40 110258
29 40 94606
15 29 53267
4 40 116025
14 38 193753
1 36 125929
3 31 120063
28 8 89796
25 45 92482
3 42 30192
25 21 79831
10 45 135182
21 41 28765
26 10 72793
9 39 128039
30 37 79874
10 27 122213
44 10 121833
35 44 107984
36 8 97456
23 13 119403
5 16 44716
26 29 80063
10 40 124771
42 5 78882
26 32 100387
45 41 41416
11 14 108978
26 7 49995
1 22 108196
24 29 90002
28 21 31040
17 44 93193
8 7 81662
38 32 66550
2 43 142348
43 26 45008
39 8 121897
15 3 77731
12 29 199563
9 7 52784
14 13 139090
34 46 99567
35 42 148576
40 33 80575
19 23 97908
35 14 222305
43 35 178520
17 1 70309
39 12 188420
25 41 51066
10 21 126431
22 30 112049
11 13 129733
19 29 40645
12 40 226257
46 29 41075
19 16 12207
34 37 121404
8 24 76185
29 20 56759
1 28 89870
9 37 20518
22 19 85584
17 15 10661
22 37 86127
9 36 34363
34 33 70616
35 27 77200
7 3 54532
19 31 168082
1 32 67638
26 14 88793
12 13 172780
41 12 207390
15 44 85493
7 33 48395
36 45 148970
19 6 40952
43 20 124954
2 34 83565
15 21 64321
18 6 49812
12 37 176768
18 11 143977
29 9 82852
36 31 160924
23 35 87866
37 38 101810
5 7 43086
21 16 67828
25 39 61694
24 2 57621
4 18 103525
3 9 107316
31 12 198373
38 25 67405
2 12 188504
5 41 82889
11 25 146189
2 32 72748
26 3 104527
41 46 109226
6 43 125378
16 36 61320
46 28 106951
2 18 66782
23 16 85701
34 21 126836
27 7 102338
22 18 94444
27 40 96280
10 14 156695
27 46 112767
6 4 111203
31 34 174447
44 30 125003
18 20 49388
19 14 142631
31 21 105141
12 45 248806
30 36 115359
25 14 128714
44 43 107866
2 11 171885
26 46 83703
11 40 127170
6 22 102122
9 24 88049
27 37 110163
13 27 72689
28 32 82084
27 20 79382
25 26 71644
27 28 108996
4 9 108943
23 25 105313
8 43 124708
1 4 73405
3 34 54384
16 35 144662
42 1 118643
10 16 58603
29 39 45187
5 4 99245
11 10 147338
31 39 140786
19 25 60155
29 32 79687
15 34 62679
30 8 134846
24 21 93447
45 23 113012
22 24 85283
37 29 62334
4 43 144351
27 31 183675
34 12 222081
36 41 107554
39 1 98223
15 4 57629
7 34 89138
37 13 37459
3 41 43687
38 18 88981
16 46 69513
10 13 104323
5 10 65884
34 39 33661
10 22 131980
4 35 103992
35 9 171147
18 29 49505
33 12 157507
18 36 82387
4 10 141061
14 32 152115
39 20 85939
8 22 24156
23 7 87331
25 40 81758
13 32 45199
28 26 92073
36 14 115476
21 30 105790
34 27 13200
5 27 120968
20 23 85686
2 15 20897
42 26 85791
3 21 72452
35 40 147080
14 18 151491
46 8 149545
20 34 66171
32 11 174932
5 33 63552
23 3 106728
9 41 92587
15 24 36735
21 7 69458
3 14 183326
10 15 83432
26 41 89798
42 40 100334
30 15 79624
27 11 202422
37 24 67531
41 31 76376
43 14 43785
2 25 44005
24 40 95131
21 11 193108
31 4 161952
8 32 91336
10 3 54629
27 4 93109
5 17 58884
25 36 89400
11 35 242903
5 13 48279
28 42 71604
18 39 94692
32 27 87342
32 19 63456
40 39 49419
6 3 24157
15 37 58725
11 8 154245
25 46 117461
45 22 104781
31 18 176942
33 15 21936
33 30 57688
22 33 70484
40 22 100203
43 1 153181
3 32 81562
29 35 142848
33 35 97897
22 41 67915
4 13 50966
42 44 113191
22 16 73385
19 26 63832
2 4 78515
38 39 5711
17 29 42606
2 13 58095
45 38 95565
7 40 85098
5 37 10820
16 4 82458
25 8 91792
9 22 106645
6 16 28745
21 1 116360
43 17 110801
37 26 17729
18 37 51703
27 1 95128
22 34 111227
16 3 52902
6 10 30472
24 11 159805
1 20 63143
25 6 76693
28 29 65876
19 35 156869
39 24 45712
5 22 96947
42 43 130799
40 1 118287
27 43 127720
25 15 23119
42 9 88580
15 31 131046
6 42 6035
43 12 114031
42 33 80931
43 21 163571
21 37 100834
26 4 106154
35 26 168358
10 42 24437
6 7 30375
21 39 93175
32 33 29926
41 15 54670
2 19 57922
7 35 146292
28 13 36885
26 44 62858
9 45 134003
31 35 224156
27 33 57416
20 36 89641
17 41 65331
18 13 76162
45 27 73868
32 7 52879
36 38 110860
39 37 107521
16 30 54814
36 21 129148
43 3 149535
27 25 56233
17 46 83681
29 8 108470
2 44 64607
17 25 33780
11 42 160336
35 46 163567
14 33 127531
36 37 35485
20 15 3515
5 30 90694
40 36 144788
7 11 124540
31 22 122778
29 21 96266
42 12 205291
9 26 16607
20 17 14153
20 35 123325
46 7 71143
7 13 63668
10 29 30165
1 26 108185
36 4 123910
16 34 87508
3 39 20723
16 44 79025
43 34 114520
24 27 72215
25 42 82114
7 2 47345
6 46 41382
44 38 144450
8 35 91142
6 9 83159
44 39 138739
5 35 161477
2 21 85207
38 24 51423
6 36 71691
9 2 100129
38 33 66222
34 24 79373
42 46 35347
41 33 49883
23 37 108848
46 40 115325
36 29 71384
17 21 53660
16 2 45715
31 24 141058
27 6 91741
4 45 126992
6 39 44880
37 40 117364
11 31 217713
25 9 74433
18 40 104535
21 19 80035
9 27 130666
10 33 105368
29 33 75203
18 28 102841
41 43 134806
11 23 179482
29 45 105017
31 33 126259
34 36 148828
39 11 176589
24 20 40227
38 23 91716
25 44 99044
44 31 163776
23 4 139823
20 13 40701
3 22 107052
11 33 145006
5 28 85164
28 36 109829
37 46 87614
16 8 80046
6 24 90309
8 14 163602
16 13 62038
17 8 79312
26 17 65793
45 20 99578
11 43 133371
26 27 127877
32 37 82658
39 26 125250
44 22 40998
26 2 97340
42 2 79881
46 45 146092
5 26 6909
13 26 55205
14 75
2 9 333324
13 2 92246
7 9 313163
9 4 315138
13 11 126114
10 4 168043
12 5 610612
14 3 272378
12 13 103612
6 2 181293
11 6 36421
5 8 464753
14 11 115756
3 12 307020
8 4 152382
11 1 189069
6 7 31213
6 8 136472
10 12 79746
14 6 152177
9 6 344376
1 9 474679
12 4 88297
4 13 15315
5 6 601225
2 5 509574
8 10 109614
8 3 427096
10 14 45104
13 7 120906
10 7 165290
10 6 196503
12 8 181165
11 10 160860
1 2 333941
12 2 195858
4 11 110799
13 14 138254
11 9 307955
5 9 444945
4 6 74378
5 1 507740
2 7 150080
1 7 183861
2 10 154435
10 13 183358
12 11 81114
4 7 105591
12 6 117535
4 3 395317
14 9 261483
7 14 120964
5 7 570012
1 13 304767
12 7 86322
7 8 105259
3 11 388134
12 1 270183
1 14 256454
4 1 289452
2 8 44821
3 6 420058
1 10 301558
3 10 317482
14 12 34642
1 8 289120
14 8 154718
1 3 279494
9 13 330453
2 14 199539
13 5 597457
2 11 144872
11 7 5208
5 3 704171
9 12 226841
18 69
5 2 417033
7 17 210537
16 7 188653
1 3 150895
8 7 111555
6 7 162541
13 11 133286
11 1 88912
5 18 72480
3 18 421743
1 17 170244
15 1 1364
16 12 126688
4 12 199929
2 3 258218
10 16 186511
9 14 184133
3 9 216934
4 15 189113
18 1 382190
18 2 489513
12 11 67240
10 9 120467
5 4 500187
4 7 137964
2 17 257450
13 18 319053
13 1 95404
12 6 224506
10 2 193776
15 16 146996
9 17 328862
2 13 199999
8 17 229286
7 13 89872
2 11 176118
18 14 388942
1 10 89181
7 2 157108
9 12 266081
7 9 204116
3 7 180116
8 1 59042
5 6 422466
1 5 309710
17 15 168880
7 12 61965
10 8 148223
9 16 306978
17 11 81332
15 6 111392
15 7 51149
9 11 247530
15 2 105959
12 17 148572
3 16 209450
17 5 426231
10 17 208395
14 13 69889
15 11 87548
16 6 258388
17 18 498711
8 18 441232
9 2 314243
2 8 166365
8 4 249519
16 2 235566
18 4 537352
13 5 391533
36 121
9 33 120201
25 26 167982
10 36 251410
2 32 110323
28 33 82636
19 20 510853
13 32 52502
11 13 198914
36 4 319092
3 23 397254
35 13 234531
11 4 251281
19 9 249346
26 30 237656
13 3 310002
16 14 208876
8 28 123671
5 22 364624
3 2 422592
9 23 978
9 8 50358
24 7 131882
19 8 297748
3 10 368696
20 15 278351
22 25 234357
10 11 154973
18 33 309485
27 10 186022
22 7 282752
9 11 138716
25 32 169203
4 14 177986
10 30 280123
26 2 226193
32 33 58194
15 10 179255
27 14 86804
21 4 227956
33 19 367591
6 26 220584
18 29 369826
12 11 129065
9 35 120022
23 11 139694
14 28 36420
35 2 277278
36 16 202722
19 25 332586
34 3 332930
11 18 302843
22 24 150870
6 25 250035
11 19 282223
24 10 172956
28 29 142986
3 26 411163
29 15 308894
31 4 275872
11 27 107879
16 34 226472
26 18 333311
16 25 105970
6 34 96495
7 15 170075
28 3 314106
19 2 432072
19 1 504105
18 36 49616
1 6 98756
24 14 108937
30 32 208277
20 1 273316
26 29 212872
36 27 300448
17 8 160739
30 25 353524
10 32 111196
19 4 359955
5 29 394058
22 10 95313
14 36 213644
1 31 358231
22 4 255118
13 21 55277
26 24 215423
35 26 186532
14 5 287492
33 30 242515
21 15 163342
28 16 245296
19 12 411268
12 23 223360
6 17 250245
4 28 214406
33 13 86740
35 12 203061
17 22 213286
22 35 271139
27 24 195734
3 29 430813
17 20 360824
22 6 156031
2 36 137049
26 36 293877
17 9 110376
15 11 249294
16 8 239560
15 17 331906
32 28 48398
7 8 330428
7 1 159313
2 22 161640
29 9 32581
28 36 236437
1 27 289329
31 19 412653
3 27 411051
27 30 283103
32 24 120908
32 3 312269
48 1000
31 5 172757
13 12 30854
18 2 83408
11 24 20739
27 36 66465
47 42 114367
35 42 118139
14 5 82854
9 13 77043
13 41 68720
9 33 90237
3 28 93663
6 20 65509
25 35 132614
17 44 53151
12 40 73290
46 27 94677
26 34 42449
6 28 51128
48 2 115003
47 36 63300
45 16 36785
10 30 47474
11 15 53351
7 44 113282
44 21 123271
8 45 131333
43 24 93917
39 48 104781
45 15 92756
24 42 155343
1 21 37173
33 7 31734
2 1 130213
3 24 112591
6 17 123520
8 37 129331
12 39 159725
10 35 101329
21 6 13888
23 38 35921
31 43 196136
40 31 124436
28 41 44628
8 46 142983
4 19 199940
1 15 76807
30 47 81384
38 3 39412
25 6 62326
21 28 65016
1 36 54551
15 17 83827
21 19 124676
8 35 210409
32 46 57840
48 4 106734
16 43 94728
26 47 60146
14 39 129002
34 35 123272
26 1 33065
15 47 13275
15 43 40248
34 7 37253
4 8 224426
35 13 132508
23 44 122249
20 21 64380
5 32 78747
25 40 59498
18 41 68831
6 40 2828
42 21 61739
13 25 106
47 31 181630
28 31 140702
41 21 20388
42 1 71136
13 39 153270
19 12 90780
18 31 128463
31 19 236167
31 11 122958
37 42 111084
10 29 130861
40 24 110320
8 15 119339
22 10 90775
30 12 33714
38 29 82563
8 2 122609
42 30 84599
11 19 116541
12 33 78976
3 13 90412
7 5 60954
31 35 54471
19 43 87776
40 32 57806
7 43 53095
13 4 160879
31 45 147161
23 31 166541
47 27 46021
41 19 131495
24 1 122601
47 5 67574
20 28 81914
33 43 84829
39 43 165578
32 9 15053
19 26 132194
17 32 128612
20 9 103150
34 30 69417
48 47 58441
24 46 110380
38 7 39000
45 19 127795
31 32 182242
22 26 73679
8 19 90031
26 28 60908
10 5 61284
42 14 80147
24 23 49674
5 22 61123
36 15 50025
22 1 69983
9 5 74248
34 48 40744
29 45 133358
3 22 72389
41 37 69733
44 28 69242
20 2 121630
8 34 143745
16 3 108625
9 17 113559
18 6 75331
36 20 75052
46 1 26147
45 48 39240
43 40 79143
47 19 78619
5 24 107968
39 36 101710
47 8 132614
46 10 24014
37 29 66402
5 4 149217
2 21 120816
48 1 31360
24 47 60301
23 12 44163
16 35 129475
37 32 99338
11 1 116510
19 34 89745
18 1 85616
25 36 106592
32 42 69717
44 14 152666
13 46 65082
39 40 93878
45 6 47315
14 21 46184
14 25 94622
16 8 94548
31 34 176083
37 6 63233
22 33 37757
17 37 73835
34 38 1747
17 13 123300
43 47 53523
4 28 149787
23 41 73023
48 27 97896
3 21 76090
8 12 108755
35 17 185110
18 32 117309
33 47 57856
1 28 61413
19 37 75331
30 45 67913
25 12 30960
37 12 44387
10 20 88994
29 2 83847
11 17 121522
4 42 146510
34 9 102529
31 41 133764
14 6 32296
32 20 114373
30 11 101039
31 42 169459
10 33 65698
7 42 118422
9 35 131045
8 29 174517
23 9 107875
6 8 140121
11 20 62722
33 8 150272
29 25 128408
32 23 118289
28 16 97266
35 27 144262
39 34 145525
33 36 5444
29 22 62002
18 43 110259
16 1 55138
11 42 163067
45 34 79984
6 44 120370
12 11 67325
16 12 88875
8 31 261729
35 30 107791
10 11 137302
5 25 50864
44 8 148050
38 41 57066
5 28 101686
18 46 78193
18 44 57967
5 19 110684
14 23 62029
8 25 78007
47 7 26122
20 41 72009
20 44 111951
38 8 145492
8 48 148196
23 17 93595
33 41 32322
33 18 36509
26 39 104736
33 29 99759
48 24 112176
44 33 81548
41 24 106869
14 1 55581
35 48 82528
39 28 119460
40 14 35124
30 33 75570
27 37 42738
45 2 109728
30 26 26968
24 7 58641
8 36 155716
30 24 121778
30 29 131162
22 30 74933
12 14 86671
22 20 31860
20 30 93136
8 17 201201
23 7 8967
38 9 104276
40 7 73384
33 40 41650
21 30 34508
33 5 89380
22 47 20099
20 45 109433
31 7 160130
39 27 153921
31 6 127264
22 42 119468
14 13 94516
11 34 77757
15 23 9796
15 29 68826
46 29 106847
48 20 70193
22 17 90651
30 18 98312
46 34 45957
8 24 165133
40 37 66061
6 2 106928
9 36 84793
23 46 71699
2 9 121751
33 3 81357
44 4 219029
25 28 113454
29 41 97509
18 28 48815
26 43 66535
32 1 45362
44 1 130655
37 7 22839
4 7 147448
6 32 54978
19 1 139997
39 46 99568
24 9 92466
1 43 99600
16 29 96573
45 21 45053
43 10 87041
15 3 65565
12 34 58801
16 40 63206
13 32 92096
40 2 104100
9 16 5277
12 18 104406
37 9 88115
6 22 71617
16 27 132300
11 7 52550
15 37 9992
43 8 102902
48 41 14575
16 19 145095
46 28 53990
5 16 68971
14 41 38796
20 25 90382
48 18 83406
15 19 76838
35 19 191012
24 19 122632
46 44 122671
18 25 122970
18 42 123182
34 5 74803
