Case #1: 1000
48 40 51224
6 39 73923
38 46 13331
41 8 110517
18 12 62704
36 20 40778
29 12 164741
26 9 124965
47 25 163851
19 34 127132
7 46 44337
17 22 135016
25 5 205145
18 24 48783
24 34 64197
18 44 29664
20 25 195355
26 23 45069
6 30 32180
34 13 96939
37 25 214039
24 48 111735
13 5 87454
4 45 126478
9 33 207528
44 26 25029
25 44 135653
24 2 79474
33 23 49774
11 28 179642
16 30 48267
21 12 34238
7 6 66295
19 1 109257
17 7 71961
30 11 39975
5 26 78405
42 45 111345
21 6 54423
35 40 46599
41 24 120022
36 21 33756
9 46 140943
20 31 54301
33 24 22744
38 3 107850
40 18 30217
14 27 104341
10 42 92895
1 43 54775
33 10 118105
30 41 105983
35 24 113036
4 30 61747
2 26 40534
7 44 81791
38 44 87011
9 13 148805
30 2 98003
46 45 119856
10 18 82507
36 11 86734
7 5 75187
4 7 105090
27 34 118570
34 4 120614
21 39 80589
42 38 2749
47 48 83807
39 23 113575
29 23 159772
41 23 87115
13 23 97729
2 3 98052
41 16 125544
44 35 46046
48 12 71591
42 47 53174
27 35 124128
11 19 19799
16 44 10619
29 40 140285
7 20 68917
30 24 103532
1 46 95007
30 32 170708
35 13 73677
44 27 78344
32 15 153678
15 45 182191
16 35 35427
37 43 97758
3 27 121229
21 3 83386
42 19 66790
44 42 84262
14 9 186474
17 21 45861
19 28 188288
20 15 173378
6 29 118606
33 16 96973
1 48 103210
13 38 87723
36 28 111456
21 15 167344
43 38 88295
3 29 196145
28 26 126589
33 15 194796
22 32 82025
33 43 62445
14 8 88827
44 46 100342
4 9 155590
1 7 117779
31 3 100522
43 24 43081
32 33 112736
47 38 55923
28 30 184058
22 40 104496
1 37 42983
2 12 93395
6 33 130305
47 32 120406
47 34 68686
10 14 99548
6 14 114264
33 20 117595
10 46 76815
39 11 73979
11 37 146196
18 22 134713
47 37 68736
19 24 123708
34 2 84813
31 46 94677
6 45 85098
31 10 17862
28 16 140999
31 28 124979
21 30 38846
34 25 183723
26 10 92350
41 5 126449
17 26 69692
30 23 107746
6 27 113337
8 17 67131
38 14 120960
43 14 41391
28 38 158105
43 23 68232
26 48 76806
22 14 131626
9 16 110555
30 8 62052
29 9 213222
11 43 106316
13 11 30493
9 7 151644
38 6 79253
22 21 106247
38 22 155432
32 24 98385
13 30 55610
44 37 94416
1 13 79064
48 6 1448
47 24 63347
3 17 122143
29 22 96597
10 21 110973
32 40 133613
17 39 82485
40 1 51986
6 43 101417
26 8 48197
13 21 28829
40 38 86458
1 42 78927
9 21 122372
48 7 64847
41 20 55223
44 17 44663
40 30 37095
19 38 69539
4 44 96156
2 38 72050
40 12 32487
43 15 193100
15 31 119077
10 22 65286
37 40 94969
27 48 111889
39 28 146281
40 17 44110
32 7 84941
6 28 187437
11 17 13461
33 34 83561
44 19 57824
9 6 174399
22 42 158181
29 13 144200
25 48 187430
41 21 128226
34 30 106956
8 1 49543
27 13 105975
13 12 59565
14 21 66498
43 21 49390
36 4 61202
26 35 49837
35 7 69019
13 46 101054
46 5 30850
30 19 20176
13 36 62585
11 46 97483
36 35 64970
31 36 95079
20 39 75603
29 32 178622
39 12 79706
18 8 38354
7 24 68760
26 1 31612
32 41 71247
30 26 62677
25 33 222007
9 17 165837
8 4 60111
24 27 102651
1 22 156482
6 24 113183
25 6 188878
38 7 57668
48 38 77805
17 5 72586
10 25 231794
30 14 101842
9 8 136097
42 31 110757
46 35 111340
5 43 101568
40 46 99789
38 26 80330
33 14 21054
7 3 50182
40 26 25582
3 18 67361
8 47 23790
17 47 88891
11 6 7795
2 1 41880
45 8 126783
15 37 195840
31 4 155430
28 4 171067
46 4 60753
42 24 116521
3 24 18578
7 25 217444
16 40 11172
16 13 38250
3 14 16888
6 1 104658
42 43 91044
8 20 55294
33 5 140089
5 2 70125
45 30 64731
14 18 50473
14 41 118332
18 7 111455
37 45 154224
20 13 103363
39 42 9075
45 39 106474
37 5 117609
11 9 179298
34 14 62507
42 7 60417
46 29 142886
4 23 121404
4 32 179489
37 21 93218
4 47 70476
25 16 125034
47 40 44781
24 1 52399
15 27 232941
12 35 79086
45 35 105854
9 42 124863
38 35 98009
8 7 89801
37 18 64752
19 7 78299
12 5 69807
10 8 91733
28 2 118309
6 37 147641
6 22 143578
39 47 44099
24 5 117345
5 23 123474
26 13 52660
26 29 114703
48 32 144941
29 39 135881
41 35 120281
14 20 96541
21 44 1198
16 17 55282
36 1 16479
45 33 145056
45 10 107997
31 21 121765
47 22 133229
37 33 114746
19 17 20566
22 15 71653
11 31 118244
20 47 31504
12 24 98924
28 24 165529
38 25 219774
25 35 160461
14 4 95432
23 9 170034
18 43 43586
23 42 122650
3 10 82660
31 40 121120
34 15 214216
23 19 92535
46 48 91136
40 45 59255
48 14 113425
22 37 173808
20 29 170614
41 9 193408
36 25 154577
Case #269: 62
9 10 221217
10 12 304515
5 14 186749
8 9 305810
8 12 320271
1 4 55975
3 14 506153
2 10 405637
6 11 336975
4 9 233555
4 14 348747
7 14 237866
7 8 285370
12 14 272767
12 2 211557
13 2 358329
8 13 345103
8 4 396251
4 13 148685
10 14 415340
3 6 497963
6 1 104368
6 7 23799
6 14 261665
10 1 174075
2 9 197096
3 1 602331
10 8 462844
3 7 474164
6 8 309169
6 9 220815
2 3 772760
11 5 376730
9 5 71557
13 5 232790
7 12 127041
6 10 153675
4 2 287537
9 14 258306
13 12 186774
11 12 290712
5 10 280098
4 3 658306
7 13 59733
11 7 360774
7 9 244614
3 11 533857
9 12 157575
3 10 651638
5 2 125539
1 7 128167
13 11 420507
7 10 177474
14 1 366033
3 8 475677
14 11 563479
14 2 312288
13 10 237207
12 5 86018
6 5 149258
4 12 248016
11 1 338738
Case #270: 545
39 8 180117
38 42 164348
10 16 190711
22 39 137781
1 31 174005
22 28 110160
30 10 149763
5 9 34345
9 11 188883
11 36 145281
17 36 108471
4 39 128778
33 38 69450
32 1 195097
37 20 93650
3 4 125407
24 10 91344
12 41 59665
36 35 163431
41 3 149626
32 28 158859
13 42 154898
27 23 88438
13 36 67549
5 40 174548
31 10 137359
21 10 176710
31 3 114968
2 35 122004
9 29 121259
32 11 73121
9 34 99060
1 42 178750
12 9 71391
35 37 147489
16 12 76054
17 25 37913
15 28 108988
21 19 64220
18 25 126192
36 1 209341
22 42 196234
38 1 176297
4 27 102249
38 31 163765
15 13 56839
8 40 217626
34 20 152404
3 18 20078
8 34 176643
30 42 115026
17 27 156381
7 42 91939
7 6 147671
6 24 164621
25 8 242251
8 21 100576
4 36 120574
34 30 89973
35 28 106017
26 36 110393
12 21 126488
8 12 221397
35 7 121602
30 26 154571
19 20 65610
33 30 91491
10 42 194971
33 39 187763
38 39 118313
25 31 86204
38 12 135669
32 4 118220
6 10 184137
32 21 144328
30 29 112172
2 8 222811
26 24 76473
23 4 136663
17 42 140582
7 36 82760
23 10 196489
16 25 172468
32 5 140473
33 37 87962
23 22 194668
18 28 113523
27 36 186495
39 16 140921
40 41 182665
42 41 184394
41 23 181419
26 1 132635
8 19 125145
35 11 80361
34 38 96322
2 6 145898
6 4 79610
6 3 195528
30 9 165539
13 33 183738
33 19 59922
17 40 168774
20 23 90386
18 5 104735
5 42 124126
23 14 198194
15 2 124975
25 12 105257
2 36 149702
28 39 151905
35 10 25142
40 38 126231
13 41 77244
27 42 191360
34 4 126636
33 20 41027
36 5 124927
22 38 193781
5 30 150520
6 19 164375
7 13 127816
1 37 206962
24 29 109264
21 16 184072
11 25 199047
11 39 244383
23 19 70954
9 21 185089
33 4 144687
12 24 136896
37 13 132365
6 9 109070
23 2 168620
6 14 116324
24 37 145819
20 6 196441
35 18 118149
32 38 165760
4 9 58126
3 32 105666
27 18 148466
29 10 170399
16 36 26084
15 18 4535
35 4 167764
29 3 86465
7 27 169315
33 25 171476
1 40 98434
9 33 137610
4 40 185824
10 2 97387
36 31 96497
22 34 171181
35 29 175466
11 22 181504
27 16 196739
8 5 220794
42 26 100749
6 15 174097
38 24 176123
31 4 88528
8 38 134673
18 31 94890
18 12 113943
40 3 60417
28 8 233686
42 18 109397
25 41 136689
2 20 140845
2 31 99120
36 34 141160
34 7 116271
33 29 151464
14 9 39144
10 38 135063
15 41 134083
31 22 156521
22 32 212581
20 7 140036
34 29 22199
23 25 224450
19 22 203309
16 35 189515
34 39 137438
42 25 145583
26 8 197417
13 11 77732
3 26 128864
28 14 13587
25 3 146270
32 7 108286
35 1 188345
34 40 124683
2 41 140007
26 20 139447
10 27 162075
31 21 173015
2 18 129510
33 2 157588
9 38 133363
10 34 148200
11 17 161134
3 16 113847
37 36 199914
40 42 149736
17 31 81203
39 13 166651
10 17 56156
33 22 172699
39 23 56887
38 11 144955
8 11 171783
34 11 151343
16 23 183111
13 38 128262
3 12 134021
24 15 47412
10 41 154932
21 22 153298
20 11 172503
42 6 138815
2 28 43161
16 5 151011
6 38 154847
31 9 52338
29 22 193380
27 35 136933
22 1 17484
38 14 136768
17 28 25244
9 35 131574
2 25 55830
35 33 146692
29 20 174603
10 40 115053
18 6 178632
10 22 164386
26 15 104251
25 36 146384
29 39 115239
41 21 186153
41 14 110433
34 13 73611
2 38 107194
28 26 41763
36 32 191046
6 21 203440
9 13 111151
23 3 214028
38 16 169727
39 3 174424
30 19 151413
6 34 134444
19 7 158931
2 13 126008
16 18 93769
1 8 237046
29 15 61852
29 2 74596
35 15 113614
19 4 84765
22 7 142784
14 7 55809
26 23 183821
29 36 118961
39 20 147273
1 3 89431
4 10 143147
17 21 167200
12 33 66219
8 37 136756
38 30 160941
35 31 135339
10 20 179084
12 40 123000
37 25 136021
16 6 174100
36 8 261378
41 33 125884
39 31 210576
35 17 80773
7 2 85383
11 27 121707
27 39 145325
37 34 58754
15 7 76618
29 19 108993
14 20 111271
12 2 118173
1 30 63724
42 35 169829
39 2 189835
19 35 119449
31 33 112746
33 32 150705
1 12 159371
27 33 77406
18 13 52304
26 17 39833
39 40 234841
4 41 130269
41 31 106192
6 28 102737
20 30 132518
3 38 160588
20 24 159568
30 25 171977
22 2 126147
28 19 140827
15 39 158881
3 33 117198
38 19 9528
4 42 101873
29 12 168931
17 23 209851
13 40 132799
18 21 139122
14 40 179347
37 32 180508
18 40 80495
24 35 66202
19 18 130982
33 21 60269
17 13 140016
21 5 150744
13 25 145017
8 35 244594
36 30 165638
14 25 26256
31 16 122581
1 23 212152
15 33 141811
30 23 222367
17 2 41231
35 23 171347
7 41 92455
13 31 141553
31 11 167670
28 30 159308
6 37 192415
14 30 145721
15 37 98407
22 12 175574
6 30 169821
9 24 87441
31 15 90355
3 10 163369
38 26 122395
42 3 89319
13 29 51412
39 17 177149
32 14 145272
25 28 39843
32 31 94549
31 12 46527
19 25 153496
14 22 96573
14 1 114057
9 3 139832
28 34 139956
2 3 149588
21 42 160675
24 34 87065
1 10 181870
4 28 88921
24 11 146563
30 15 50320
7 40 155790
16 24 145716
26 10 95989
40 22 115918
37 10 172631
23 42 198652
3 8 161603
38 28 150355
14 27 144724
16 40 174264
26 35 120606
18 1 109509
12 36 49970
35 30 124621
21 4 148985
38 29 118521
37 9 148909
27 29 126477
5 41 115232
18 29 66387
39 1 155265
40 19 116703
22 20 207844
27 6 181859
39 24 206293
13 21 142607
39 42 187983
31 37 179311
11 30 100296
8 18 141525
27 15 143931
11 15 134571
1 2 143631
6 22 88613
21 20 101296
36 15 124388
41 9 131056
12 13 117519
9 1 143603
19 14 127240
22 25 113231
30 41 175333
25 9 55802
21 35 151568
26 27 149407
17 3 108357
23 37 98994
29 16 92877
39 25 191748
31 5 64747
26 5 23377
32 18 125744
34 23 157748
7 12 32790
21 11 71207
6 39 49168
13 14 128359
28 23 208792
27 25 170980
35 13 158093
15 25 121657
23 33 130876
21 38 73748
2 42 148589
30 2 175295
19 13 137790
39 30 200131
42 8 96668
17 37 131020
1 6 106097
8 20 185191
33 17 163955
9 39 158238
9 42 111717
36 38 185639
14 31 69546
37 26 137941
24 32 177691
3 13 72382
4 24 123631
28 33 165885
18 7 81153
25 6 142580
40 35 89911
19 41 185806
31 26 41370
13 10 183235
12 4 107581
15 12 109408
18 23 193950
27 21 50500
19 3 151060
2 34 96795
1 11 164020
20 35 166003
29 7 138470
7 39 196839
40 33 56781
6 17 127981
25 20 137527
19 34 86794
40 9 140203
20 18 178303
34 3 64266
29 8 191771
32 29 192131
28 16 159799
3 27 168544
38 27 27012
28 9 52731
7 16 108844
5 35 97229
10 33 171834
5 15 100200
5 2 34373
42 11 89468
39 12 164807
33 34 146716
37 19 28040
6 35 208754
5 28 18386
25 29 130426
10 14 67813
14 15 95401
41 22 207006
3 28 133601
42 16 196363
23 13 141646
5 3 124813
26 33 126642
41 20 166911
16 19 179255
20 1 196242
20 3 158225
21 1 170782
32 12 141076
23 29 172126
2 26 57750
26 16 136477
26 9 10968
13 8 193829
19 24 173859
22 18 126993
8 31 174870
20 32 109678
15 20 182838
2 27 115150
3 7 101231
24 13 104251
32 35 153482
34 21 94934
17 32 156929
37 30 148727
26 18 108786
15 32 130279
41 29 128656
23 24 237549
37 27 45524
12 27 136525
17 30 134064
36 40 172970
38 37 37568
10 25 94069
20 36 157216
11 28 186378
33 7 99009
9 2 68718
42 37 196855
35 25 118686
2 16 167473
15 23 197401
17 8 220193
21 40 117050
34 5 131168
32 40 166083
31 27 183052
Case #271: 226
21 7 136448
23 7 198923
25 15 53318
22 12 172512
12 15 153468
1 15 47303
19 12 150925
7 24 254314
7 11 244496
5 2 333951
24 25 164902
8 4 162008
21 2 166662
4 5 266270
5 1 222529
4 23 188958
19 20 146776
15 14 156525
14 18 250690
21 17 14301
3 20 393356
24 19 170638
2 4 221548
25 18 162399
8 7 171973
6 14 187827
25 6 148480
10 14 200405
25 14 103207
16 11 149088
4 11 191536
13 17 248004
5 21 211384
9 24 136745
11 10 212999
18 15 109081
11 20 279957
17 9 167997
4 17 69187
2 15 112494
18 2 221575
21 19 86330
9 5 158666
1 16 34175
22 10 176463
11 6 284280
24 14 85406
8 6 190892
23 11 248428
21 24 165752
6 22 218672
14 13 131346
20 23 91559
17 15 39867
8 15 159590
7 6 256295
13 11 154996
24 18 220665
9 2 320358
5 17 223985
11 3 364405
4 3 284341
17 20 178202
25 1 20887
18 19 220977
25 17 13451
10 7 31497
22 4 128098
13 22 162191
19 13 179897
22 21 73212
8 16 119560
1 21 21737
10 25 104101
10 15 130517
12 4 155886
17 23 146673
7 15 162014
25 11 135800
6 5 295154
18 4 218135
13 18 346559
1 19 79465
4 16 69024
19 11 194378
19 10 162679
4 19 84460
21 16 12438
18 20 312234
13 12 172931
6 1 169367
5 7 204836
15 16 66606
3 14 331812
14 20 61544
25 7 135598
2 19 224390
15 13 237478
12 24 265052
20 25 164751
16 24 178190
5 23 137342
18 1 156384
16 13 247841
7 19 194176
13 23 101331
7 20 230452
21 4 56586
3 18 391004
14 1 115202
10 3 332706
2 25 165812
17 24 151451
17 10 90650
23 19 115247
25 22 72362
25 5 210534
16 6 135192
21 6 147630
3 9 383151
21 10 104951
9 4 210282
10 5 173339
8 21 107122
9 25 154546
8 10 203470
20 15 218069
24 13 216752
1 8 118267
14 5 107327
17 16 26739
6 18 310879
3 25 228605
5 8 110392
5 11 225282
14 17 116658
12 18 262549
12 7 207965
7 2 274508
20 9 112883
23 1 145217
11 22 208162
18 22 234761
8 12 206422
21 3 227755
13 21 235403
7 14 168908
5 12 310684
22 9 82184
4 24 220638
22 5 138172
13 25 234553
13 2 317743
12 1 121037
6 20 249371
2 17 152361
13 8 128281
12 21 99300
15 9 207864
9 19 136571
20 5 168871
19 16 98768
4 15 109054
7 3 364203
3 23 361827
1 17 7436
19 3 314085
5 24 192733
11 15 82482
6 23 171285
8 18 253755
8 22 33910
22 17 85813
15 19 111896
15 5 221457
16 9 167834
16 5 223822
7 13 300254
15 24 111584
2 23 299034
6 15 201798
1 10 98086
4 20 220487
1 7 129583
14 9 51339
10 9 251744
17 3 242056
13 4 264357
6 2 193142
9 23 21324
7 17 122147
8 23 26950
2 8 272084
24 3 393507
1 4 76623
18 7 81782
25 21 850
12 20 264901
2 12 144812
14 2 269019
10 23 230420
20 10 261949
7 16 148886
10 16 117389
3 12 327055
11 12 235950
9 7 220247
16 14 116495
3 6 375385
17 12 113601
22 7 199753
2 3 390836
23 18 280705
24 11 133007
13 3 463158
21 18 163249
2 24 224078
23 16 146510
23 14 30015
4 10 159837
15 3 281923
2 11 194976
19 8 88297
20 16 178039
1 24 158887
4 25 55736
Case #272: 118
3 19 159084
13 18 239981
7 15 175310
8 6 214772
19 9 151493
14 19 81613
12 18 291876
4 14 241890
10 9 269465
16 20 329026
14 16 20575
10 19 117972
3 10 151714
13 10 258052
7 6 259227
13 20 371754
17 2 29717
12 5 22610
13 17 51140
6 16 202518
8 5 200612
14 2 37044
5 14 114248
11 6 203013
8 12 178002
15 5 331467
13 16 64388
9 5 168244
1 11 239268
17 19 88940
4 2 267384
3 20 385922
18 15 374562
1 4 489688
13 5 158061
19 6 100330
17 9 64405
4 17 249217
18 2 159124
8 18 243707
19 7 158897
1 13 303161
17 7 212749
4 12 223837
16 11 495
11 3 57391
13 6 240410
9 14 71732
9 12 190854
8 16 216630
1 10 447383
20 5 317844
13 7 263889
1 14 259348
15 10 137611
17 18 188841
15 8 130855
6 9 251823
19 1 340961
15 3 289325
15 1 437742
1 18 63180
15 2 321756
1 9 280406
12 14 136858
2 6 218987
5 2 110142
13 19 140080
16 19 102188
15 12 308857
8 17 203382
17 3 70144
3 8 273526
5 17 106921
11 17 13743
1 8 306887
18 10 384203
20 8 162942
12 10 181532
3 6 259414
13 2 80857
17 16 13248
11 10 209105
12 19 63560
18 19 277781
16 3 56896
14 20 313287
9 7 277154
11 15 305782
7 18 199252
3 1 295669
20 17 320614
14 15 325862
15 4 95306
17 1 252021
9 15 379858
11 8 217125
16 7 210539
11 9 75066
11 13 64883
7 20 118487
6 17 189270
20 4 346365
12 11 116778
4 16 250915
5 18 269266
18 6 378111
10 6 117652
13 14 58467
6 1 441291
19 11 102683
5 19 86170
2 10 225079
19 2 118657
4 5 246447
5 10 204142
2 12 132752
5 7 245067
Case #273: 132
19 14 195953
6 4 64237
21 6 71915
2 14 147085
5 12 114163
16 21 253816
8 22 136003
1 7 20628
15 1 121191
21 22 260077
21 20 300920
13 9 167001
22 10 358559
8 11 58850
13 12 132284
10 11 533678
17 9 53226
10 21 611752
15 5 148242
11 19 179255
15 7 141819
2 23 34643
8 3 48830
10 9 446712
4 21 136152
15 6 215338
14 13 194699
11 17 64226
4 2 33575
8 14 168894
16 11 178492
20 3 204799
17 15 167412
21 11 142530
23 8 9867
5 18 89723
7 14 229639
17 3 54206
14 4 157959
4 9 39051
13 11 178001
19 9 168255
7 18 132180
12 15 34079
6 19 193441
22 14 129945
12 21 261239
13 5 152380
6 2 97812
23 19 130272
20 1 81990
4 5 249413
21 15 286110
12 10 350513
6 13 192187
14 18 146339
17 2 49886
11 23 48983
12 11 183165
18 22 32486
4 23 1068
21 2 105489
10 4 485763
17 21 130593
21 3 132510
4 12 135250
1 14 209011
13 21 264102
20 22 166129
10 2 519338
3 14 120064
9 8 47850
4 7 109598
17 5 255561
12 1 87112
6 17 58678
16 19 238567
9 22 88153
22 3 165099
3 11 10020
4 11 47915
19 10 481543
12 20 169102
13 22 129311
19 22 130565
2 22 160779
3 16 168472
16 10 466561
22 15 26033
14 6 222196
17 7 104039
3 2 27021
13 8 138885
19 20 38072
20 7 102618
10 20 519615
20 6 229005
16 14 237947
23 1 116744
12 19 131030
12 8 136022
13 20 36818
15 20 192162
9 14 197010
18 17 165838
12 14 121899
2 12 168825
11 22 175119
11 5 297328
16 2 164152
10 1 437625
15 23 152169
20 11 214819
1 21 232094
15 14 155978
2 15 186812
16 9 167492
13 19 1254
3 15 191132
8 17 5376
6 23 63169
18 23 158622
4 8 10935
18 8 160462
22 4 127204
1 2 151387
6 5 303487
10 14 472412
1 16 203160
10 17 491911
17 13 144261
13 16 237313
Case #274: 120
21 6 21031
16 1 151768
17 20 256072
10 7 158116
18 2 43386
10 22 6624
12 6 148760
18 16 114088
17 5 194024
22 3 176300
8 6 129988
14 11 160111
21 10 86662
12 15 297298
4 18 156468
4 6 211741
22 4 226554
18 3 149158
6 10 91423
4 20 213029
8 13 93803
18 14 63360
18 6 57657
2 1 81066
3 10 182924
13 3 127686
16 6 128801
14 7 144766
16 20 170649
6 20 114218
9 21 154306
10 1 104994
18 13 21472
13 12 112575
19 6 40883
12 8 162550
21 19 61914
6 7 139063
8 21 151019
17 2 185677
17 13 184561
4 8 231169
2 10 77152
17 11 285022
7 4 124726
6 13 36185
1 17 243713
3 7 230564
18 19 26170
14 10 97126
5 16 296359
15 11 225418
8 5 297546
20 9 134563
22 12 161189
3 12 240261
2 13 21914
2 19 26612
18 21 78688
3 21 184902
15 18 206195
7 16 195494
4 17 43043
12 11 230798
13 16 92616
9 8 187932
2 11 140137
2 6 58099
1 4 237092
6 22 84799
19 15 180025
2 20 99947
15 4 256087
10 13 55238
14 22 90502
19 11 122921
4 13 177940
20 10 110008
10 16 147854
20 15 262756
14 17 165703
16 2 70702
15 21 241939
5 14 245631
5 4 237067
20 11 40190
14 3 169574
3 2 149600
11 22 156822
2 12 90661
21 14 99104
10 17 239799
22 21 80038
15 8 278526
20 13 78033
9 7 202352
4 3 294958
4 16 229982
20 14 119921
16 21 149832
7 11 221101
20 3 205719
12 9 212049
22 7 151492
19 8 98501
17 18 199511
2 9 121388
1 6 95337
15 3 312409
16 22 141230
13 19 4698
1 14 101040
19 3 132384
8 1 152955
17 12 95016
3 6 163871
14 8 91863
7 19 107576
14 2 19974
1 18 80624
Case #275: 124
1 15 167926
8 3 115832
17 2 118506
8 15 17980
10 1 418938
18 6 138465
10 9 513992
11 5 119865
6 11 196374
11 12 197700
8 7 114197
15 9 149994
16 10 574566
11 3 185261
11 7 44768
3 12 143231
5 12 77835
3 18 106788
10 2 475968
14 4 159037
2 6 21875
1 2 84063
10 14 492874
16 5 255138
18 2 121864
13 6 409508
14 8 147814
12 9 255570
18 9 141058
12 4 139494
14 9 279828
15 16 246679
14 3 162774
8 4 11223
17 4 99693
6 12 19238
8 2 130908
7 14 262011
13 11 391439
6 8 147509
7 4 117951
3 6 162469
10 5 395496
15 10 399958
16 3 320534
17 5 38034
14 11 217243
8 13 322010
14 6 61196
4 3 127055
16 2 239691
17 6 123664
18 4 20267
13 1 393014
2 7 239596
18 1 140902
12 18 119227
2 13 392907
9 1 177328
4 15 21734
14 18 138770
11 17 157899
7 18 123241
6 4 158732
17 15 106450
2 12 2637
7 12 236959
6 7 217721
3 9 247846
10 7 333616
7 1 155533
13 17 331538
5 1 99510
16 4 239922
8 9 132014
15 18 27024
9 13 454024
2 11 200337
11 1 200301
17 10 357462
13 5 312435
7 15 96217
16 14 279012
2 4 142131
8 12 128271
2 9 258207
15 14 165794
8 18 9044
6 16 217816
10 6 481126
14 13 409813
6 5 97073
3 15 133812
10 8 381978
11 8 69429
3 10 460892
1 14 123384
5 14 97378
1 6 62188
10 13 329520
12 16 237054
1 12 81426
7 5 164633
3 7 159712
14 12 41958
3 2 145868
7 13 436207
17 8 88470
13 12 390270
11 15 51449
15 13 339990
16 7 311161
13 4 333233
3 5 65396
2 14 44595
9 4 143237
5 15 68416
5 2 80472
6 9 236332
7 17 202667
10 12 473331
5 4 61659
1 16 155628
1 4 161169
Case #276: Impossible
Case #277: Impossible
Case #278: Impossible
Case #279: 40
2 1 143200
17 12 172551
9 14 361998
16 9 245755
4 17 518971
11 19 399090
1 19 396611
18 12 210508
4 6 428801
5 9 137992
13 10 368678
20 11 94469
19 4 526934
2 9 114700
10 12 236964
4 7 447300
10 3 436633
8 12 191611
7 17 310182
4 16 468992
7 6 200227
7 9 224063
18 5 186882
20 5 175124
7 3 262114
4 20 378582
7 20 261195
1 9 257900
19 3 311874
16 15 192220
15 12 319297
15 8 244293
11 15 165112
10 2 449450
13 2 159982
12 1 114932
17 8 364162
9 4 452637
15 14 308463
11 13 253276
Case #280: 148
19 18 305870
6 4 24289
26 2 72689
23 3 230785
30 27 206080
28 20 257277
11 8 268771
3 27 190736
18 2 196727
18 6 194026
26 13 157327
3 15 342740
27 4 111801
11 30 318742
17 10 285156
17 30 289364
14 11 267646
15 28 393165
3 4 132915
16 19 145003
9 4 180873
21 13 148759
30 4 183291
21 2 64121
14 25 170848
15 23 347919
19 20 346108
30 20 113911
18 14 265422
5 1 350789
17 14 144462
19 22 287727
30 32 278965
15 12 483399
29 5 664206
23 11 265292
16 32 147720
31 17 391882
28 12 240814
17 23 131242
17 21 147386
29 25 352298
1 16 153234
10 15 528353
11 19 81775
7 21 151262
5 8 416542
30 24 306964
16 20 262021
24 17 60207
9 2 153883
12 10 256188
5 15 366477
28 21 138514
21 24 189849
26 32 189951
19 23 279844
31 21 374078
25 9 397012
14 12 394148
9 7 241024
21 4 91111
30 31 495997
29 2 270184
22 27 330809
4 1 149766
22 28 158076
2 32 117262
23 12 337122
31 11 515066
1 7 209917
8 31 417212
15 32 331403
32 13 167589
11 10 142024
18 28 207275
14 32 232668
7 10 355932
20 4 258553
6 3 108626
29 13 331148
7 26 159830
5 4 489527
20 15 452832
30 3 267628
8 28 150601
21 25 251215
10 1 191436
21 3 170046
5 30 624240
7 4 108729
25 1 131381
23 8 290715
26 31 382646
30 9 315586
25 17 121573
13 28 110766
30 23 158122
8 29 390198
27 25 312248
22 7 158857
3 17 99543
7 29 183043
20 6 234264
13 10 175651
23 16 201159
1 23 224962
15 13 440390
20 10 370889
27 10 282089
26 15 389667
5 31 446321
30 15 338921
23 2 170701
23 9 324584
28 25 112701
17 4 232458
10 32 196950
1 17 93720
16 9 184341
21 30 225824
24 10 224949
27 23 255512
13 8 238856
28 30 298236
14 3 244005
9 17 359351
29 19 379327
6 30 159002
8 22 242509
11 20 375447
29 30 257605
19 7 196284
16 10 304651
31 1 469209
1 21 186897
5 7 549678
10 26 332978
23 22 242417
8 27 273340
1 32 5514
31 12 476378
27 28 281407
4 11 184029
14 31 247420
25 32 125867
12 13 198153
26 1 195465
Case #281: Impossible
Case #282: 21
10 7 796292
6 3 415176
10 4 668137
6 4 508877
9 2 569215
3 9 827306
2 4 287452
8 2 156275
7 3 236121
5 2 448131
4 8 443727
4 7 851027
8 9 633375
5 10 876299
8 1 75364
1 5 486874
6 10 287346
8 3 483729
6 7 552150
5 3 454463
8 6 177443
Case #283: 11
7 5 169325
5 2 135491
6 5 118876
2 7 195110
1 7 451543
2 3 203567
4 2 80638
5 4 54853
3 6 168278
1 6 178656
5 3 68076
Case #284: 285
3 9 203909
1 13 142020
15 18 122943
15 22 57229
21 17 106167
3 25 191810
11 3 130247
14 25 246587
19 16 370798
3 13 44792
1 9 301137
21 9 179104
5 8 215605
6 3 21172
5 17 154911
12 24 10338
8 22 167105
14 16 326852
20 25 185805
8 23 154081
16 3 184620
12 19 266204
20 14 148237
23 6 78950
1 8 128506
11 22 73861
8 16 215898
3 15 27501
24 21 99124
23 22 13024
1 4 119506
12 13 63020
3 20 6005
2 9 234137
20 22 76807
6 21 91730
11 21 59689
4 20 81298
15 7 95272
2 1 127456
2 8 126531
10 4 89179
8 4 9000
4 15 114804
24 16 176730
22 7 71550
17 25 227419
1 7 164999
15 5 146803
19 1 345204
9 18 294188
18 10 97265
11 7 117067
25 10 193686
9 10 202033
14 21 72266
14 7 129644
12 7 85999
3 18 95442
23 9 206300
9 12 222137
1 21 167786
8 3 96303
5 12 137530
14 8 238535
10 5 121178
9 7 236482
22 25 160149
19 18 343418
21 12 88786
24 5 147868
4 13 132095
12 20 12223
25 21 174321
23 20 63783
20 21 76563
17 13 60852
7 4 155074
13 10 46668
4 9 291212
22 16 255422
13 18 140234
10 19 249852
16 20 178615
14 11 12577
